"(44, 0)","(44, 1)","(44, 2)","(44, 3)","(44, 4)","('00', 0)","(34, 0)","(34, 1)","(34, 2)","(34, 3)","(34, 4)","(33, 0)","(33, 1)","(33, 2)","(33, 3)","(33, 4)","(23, 0)","(23, 1)","(23, 2)","(23, 3)","(23, 4)","(22, 0)","(22, 1)","(22, 2)","(22, 3)","(22, 4)","(32, 0)","(32, 1)","(32, 2)","(32, 3)","(32, 4)","(42, 0)","(42, 1)","(42, 2)","(42, 3)","(42, 4)","(43, 0)","(43, 1)","(43, 2)","(43, 3)","(43, 4)","(24, 0)","(24, 1)","(24, 2)","(24, 3)","(24, 4)","(54, 0)","(54, 1)","(54, 2)","(54, 3)","(54, 4)","(55, 0)","(55, 1)","(55, 2)","(55, 3)","(55, 4)","(45, 0)","(45, 1)","(45, 2)","(45, 3)","(45, 4)","(35, 0)","(35, 1)","(35, 2)","(35, 3)","(35, 4)","(52, 0)","(52, 1)","(52, 2)","(52, 3)","(52, 4)","(53, 0)","(53, 1)","(53, 2)","(53, 3)","(53, 4)","(25, 0)","(25, 1)","(25, 2)","(25, 3)","(25, 4)"
50.338949049397584,89.84984739698938,54.52377146300453,86.52133977204932,67.08741744813801,41.018555630718566,107.6189124815381,67.63072910785216,49.50142078773222,69.86825437853528,70.4813228766168,2.2349508918742735,16.585667579963214,59.80310719669823,59.62756067117433,65.82719031723104,0.5535843496879798,11.374526547598963,-15.50701142634476,11.003636136069577,-26.587712201512375,-35.221586150815966,-39.9813606388436,-44.32151853803154,-11.155956056212535,-43.781289673281535,-31.297017701842964,28.578408386959786,-34.00218515733332,49.843982990936475,37.76886301902471,13.097685325353819,64.46457376351064,63.50868268723888,45.98332104096158,64.13716870670606,72.33806093227314,92.2396546900624,86.9576190881834,84.99450267636382,89.50814627825957,26.40172837912738,-1.6021864619816526,-5.3500257350501865,36.38669514048342,-7.7950703207815755,53.89891712305615,55.08451069106391,1.9397316346200633,0.36232393336470725,76.70855432511556,-55.274138831276275,-56.874551709016245,-57.099349671700516,-63.33874602365602,-19.43950605675232,41.00974382994642,91.9073873082672,31.20657231819824,-17.87910931230744,8.110553832609373,-23.425287819518186,37.71896332540913,10.0,10.0,10.0,10.0,10.0,6.396955581292579,10.0,10.0,-25.11127699237682,6.25643739182741,16.66851076909804,10.0,10.0,19.725274135690825,10.0,10.0,10.0,10.0
